id,name,host_id,room_type_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19385072,Full floor in Artists Triplex Brownstone,22193918,1,120,2,6,2019-06-05,0.91,1,52
8687096,Full Floor in Sunny Brooklyn Duplex,45613202,1,60,2,10,2018-07-28,0.22,1,0
5941888,Full Floor Loft Style Apt/Noho/Bond,1679702,2,330,2,4,2015-10-14,0.08,1,0
22244254,Full floor of a beautiful Bedstuy duplex,7306239,1,80,1,4,2018-05-16,0.21,1,0
32160052,Full Floor Of A Luxe Brooklyn Townhouse W. Garden!,124506693,1,71,2,9,2019-07-01,3.38,1,223
34368927,Full floor of our gorgeous Harlem brownstone,20906077,2,165,4,3,2019-06-01,1.55,1,0
31389728,Full Floor One Bedroom Apt in Manhattan,235102134,2,188,3,4,2019-05-31,1.18,1,253
22017344,Full Floor Penthouse Loft- 3BR 2 Bath Times Square,160373219,2,487,4,50,2019-06-19,2.61,1,198
16620235,Full floor Newly renovated Brooklyn brownstone,109734523,2,125,2,111,2019-06-24,3.67,1,255
6939597,Full garden apartment in Brownstone,2723812,2,100,2,57,2019-06-23,1.17,2,284
22462797,Full Lavish Studio apartment in the heart of NYC,164637779,2,150,1,2,2017-12-30,0.11,1,0
21798411,Full mattress in the living room,47735494,3,21,1,11,2018-04-21,0.55,4,0
1919766,Full of Harlem Soul & Charm,9501531,1,60,1,245,2019-07-07,3.6,3,336
2249464,Full of Light Studio Apartment close to Subway,4358264,2,80,13,109,2019-04-01,1.66,1,15
28912811,Full parlor floor in a Brooklyn brownstone,27922078,2,65,3,7,2019-01-27,0.77,1,0
24244194,Full private bathroom inside private room :),176821276,1,75,3,8,2018-08-13,0.54,1,0
5025771,Full Prospect Heights Brownstone!,630519,2,288,1,2,2016-01-03,0.05,1,0
22244917,Full room in Astoria max 2 (8 min from Manhattan),3186412,1,85,11,0,,,1,0
21587838,Full Service  Pool 1 bed Huge Terrace washer dryer,113805886,2,160,31,2,2018-12-28,0.19,33,324
34997828,Full Service 3 Bedroom Apartment-Washer Dryer,221200420,2,300,30,0,,,23,249
36036585,Full Service amenities Designer Modern New Studio,117953124,2,180,30,0,,,1,333
13327345,Full size bed in Petite room with exposed brick.,75275467,1,41,2,57,2019-06-17,1.54,4,146
31885991,Full size bed suite.,105762561,1,65,2,2,2019-04-29,0.75,3,319
15221833,Full size bed with drawer space!,75770804,1,35,1,0,,,1,0
10088612,Full size bed 2 guests Manhattan Upper Westside,216227,1,60,1,229,2019-07-05,6.25,3,310
15465050,Full Size Bed Private Bathroom & Shower,44350279,1,90,2,87,2019-06-18,2.62,4,242
35872024,Full size bedroom in a duplex private garden view,4521174,1,65,7,0,,,3,63
36310268,Full size room,171482981,1,65,2,1,2019-07-06,1,1,21
29157794,Full size room for rent,181885938,1,55,2,8,2019-06-29,0.9,2,315
32020961,Full Sized Bed(in bunk) in Inwood *entire apt*,21836588,2,35,1,33,2019-06-25,6.56,1,5
21929935,Full Studio Apartment (MODULO 715),4514578,2,45,4,0,,,1,0
31566253,Full Sunny East Williamsburg Apt,174559516,2,120,5,1,2019-02-27,0.23,1,0
20795854,Full Top Floor of Brownstone in Historic District,69992824,2,250,1,3,2017-10-30,0.14,1,51
22531866,FULL VIEW NYC Room in Williamsburg & Giant Terrace,357117,1,44,6,4,2019-05-24,0.23,1,5
34330345,Full-renovated my own 1 bedroom apartment,218511760,2,140,1,0,,,1,0
20205958,Full-Service Junior Suite in Midtown Manhattan,143908925,2,399,3,1,2018-12-03,0.14,1,0
613528,Full-Service Studio Apt in Brownstone/Townhouse,2518984,2,80,2,54,2019-07-01,0.74,2,193
12019843,Full-size loft bed in East Village,14476679,1,70,1,3,2016-06-26,0.08,1,0
9116018,Full-Sized Harlem Room with Style,12690012,1,65,3,17,2019-04-18,0.39,1,280
14627817,Fullszbd prvt room & bth kitchen & living room,90807417,1,99,1,14,2017-06-17,0.41,1,50
7499452,Fully equiped room. TV AC,7443028,1,60,5,0,,,1,0
35738384,Fully equipped 2 bedroom/Heart of Bushwick.,9510645,2,225,2,0,,,2,161
20055786,Fully equipped apartment on perfect location,142502018,2,115,7,4,2018-09-19,0.18,1,0
18077001,Fully equipped entire West Village apartment &wifi,35163646,2,199,3,1,2018-01-02,0.05,1,0
22191760,Fully equipped private room near USQ,48189371,1,299,1,4,2018-01-01,0.21,1,0
22366842,Fully equipped room that's 3 mins from L train!,10994664,3,29,30,1,2018-12-11,0.14,8,334
35667738,Fully equipped room that's 3 mins from L train!2,101970559,3,31,30,0,,,6,333
18123155,Fully Fancy Furnish Apartment in Manhattan.,124886133,2,105,30,2,2018-08-22,0.08,1,120
17864665,Fully Furnish Fancy Alcove Studio in Manhattan,4059918,2,110,14,4,2019-07-06,0.36,1,221
11968539,Fully Furnished & Sunny UES Studio,22089496,2,110,2,22,2019-06-02,0.55,1,0
13006794,Fully Furnished 1 Bedroom UWS APT,10838145,2,74,2,8,2016-08-24,0.21,1,0
303462,Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,1562045,2,295,1,0,,,1,146
1771965,Fully furnished 2 Bedrooms floor-through apartment,9306716,2,200,60,74,2019-04-14,1.08,1,233
16756678,Fully Furnished 4bedroom/2bathroom In Brooklyn NY,50282911,2,197,30,1,2018-02-20,0.06,1,342
26002246,Fully furnished apartment in a convenient location,83786650,2,117,30,0,,,8,339
35454756,Fully furnished APT  located  close to Manhattan,39275815,2,220,5,1,2019-06-21,1,1,63
32363,Fully Furnished Basement Apartment,140025,1,140,2,1,2011-09-19,0.01,1,1
5276602,Fully Furnished Brownstone Bedroom,20114391,1,45,21,14,2019-01-14,0.27,2,48
22042837,Fully furnished COOL private room.,33201402,1,39,1,33,2019-07-04,1.93,1,8
3058087,Fully Furnished Luk Room including Air Conditiner!,5986790,1,40,31,2,2019-06-16,0.15,6,130
28872273,Fully furnished lxury 2 BR with outdoor space (2E),202757964,2,210,30,2,2019-05-31,0.32,6,335
19693245,Fully furnished one bedroom in midtown Manhattan,120762452,2,175,30,2,2018-08-05,0.09,50,353
1427401,Fully furnished private apartment..,7676839,2,70,20,75,2018-09-15,1.05,1,364
4716349,Fully Furnished Private Bedroom,21208237,1,80,1,0,,,1,0
10681986,Fully furnished room in 2BR NYC Apt,55179950,1,100,1,0,,,1,0
12845943,Fully Furnished Room in Quiet Apt,51663418,1,40,14,1,2016-08-10,0.03,1,0
17129825,Fully furnished room on 110th St Broadway for rent,39091267,3,35,1,0,,,1,0
18227315,Fully furnished room with a single bed,87723508,1,35,30,7,2019-01-02,0.27,2,294
22122388,Fully Furnished Spacious Home for 7 People,99202586,2,149,2,3,2019-06-16,0.34,5,354
779561,FULLY Furnished Studio ♥ Manhattan,4110491,2,140,30,18,2019-06-22,0.29,1,182
35948934,Fully Furnished Studio Apartment Midtown East,270414459,2,135,30,0,,,1,99
18456975,Fully furnished Studio Apt near Columbus Circle,30283594,2,199,30,0,,,121,189
9365126,Fully Furnished studio in Brooklyn,48593631,2,139,3,10,2018-09-07,0.7,1,0
33774081,Fully furnished studio 10 mins away from JFK.,146484191,2,100,2,10,2019-06-25,4.23,1,353
2514760,Fully Furnished Upper West Side 1BD,12872812,2,145,14,22,2018-11-29,0.35,1,282
12497757,Fully Furnished Williamsburg Apt,50137233,1,190,1,0,,,1,0
13493430,Fully Furnished sunny 2BR 1BA Summer sublet!,3341869,2,85,7,1,2016-08-14,0.03,1,0
11634797,Fully furniture huge room in great apt,4187747,1,49,6,2,2017-01-01,0.05,1,340
32095668,Fully Private Cozy Studio Close to NY Attractions!,110539055,2,76,2,14,2019-07-01,2.98,2,300
11036071,Fully Private Suite in Home,57265004,2,125,1,151,2019-06-09,3.86,1,37
25160226,Fully Private Two-Bedroom Duplex House,158566993,2,150,2,4,2019-01-07,0.31,1,106
34120696,Fully renovated 1 bedroom apartment,36205885,2,74,1,16,2019-06-30,7.16,3,351
34834620,Fully Renovated 1 Bedroom- Washer Dryer,61396454,2,200,30,1,2019-06-14,1,14,289
2142130,Fully renovated 1br apt in LES,10932521,2,224,2,12,2018-11-25,0.21,1,0
34439098,FULLY RENOVATED APARTMENT - BRAND NEW,20025889,2,85,60,0,,,2,87
18500556,Fully renovated beautifully furnished two bedroom,128385204,1,199,1,0,,,1,0
34231172,Fully renovated brick house floor in Brooklyn,59642348,2,95,1,9,2019-07-08,9,1,106
32476906,FULLY RENOVATED DESIGN APART IN THE HEART OF NYC,25214775,2,240,2,0,,,1,9
30706259,Fully Renovated East Village Oasis,229709908,2,285,3,16,2019-07-06,3.48,1,241
29935981,Fully renovated historic district townhouse,1902578,2,475,4,3,2019-06-25,0.47,1,354
35607369,Fully Renovated One Bedroom,221200420,2,200,30,0,,,23,365
34835013,Fully Renovated One Bedroom- Sutton place,61396454,2,190,30,1,2019-06-21,1,14,302
25734018,Fully renovated Park Slope brownstone apartment,34758216,2,305,2,67,2019-07-02,5.19,1,101
34439328,FULLY RENOVATED SECOND FLOOR FRONT VIEW APARTMENT,20025889,2,85,60,0,,,2,87
24313701,Fully renovated Studio.Beautiful  and comfortable.,16851857,2,88,5,8,2019-04-24,0.61,4,322
22013423,Fully Stocked 1-Bedroom in Astoria!,48356178,2,113,5,9,2018-09-09,0.49,1,0
874706,Fully Updated Modern 1 Bedroom Apartment,4616773,2,95,3,154,2019-07-01,2,1,310
9104505,Fully-Furnished 1-BR New York City Apt,30283594,2,239,30,0,,,121,186
19054683,Fully-furnished modern apartment,97907084,2,28,1,0,,,1,0
20654227,Fulton 2,100069033,2,5000,2,4,2018-01-03,0.18,1,0
13430458,Fun & Funky 2nd floor of loft.,75275467,1,33,2,63,2019-06-10,1.75,4,145
6554833,Fun & Trendy Kid Friendly Family Home,33125778,2,215,3,5,2017-07-23,0.1,1,0
35373956,Fun 3 Bedroom Just Minutes to Manhattan!!,266299609,2,250,2,0,,,1,282
26036438,Fun and Whimsical UWS Garden Home,40653297,2,350,2,19,2019-06-16,1.5,1,163
22618993,FUN Bushwick Living,150647463,1,55,14,3,2019-01-02,0.21,2,64
19475005,Fun Eclectic Home for Summer in the City,5180222,2,150,3,4,2017-08-21,0.16,1,0
29073059,Fun in the Financial District,31218019,3,150,2,11,2019-06-18,1.33,1,270
5510725,Fun in the Heart of Manhattan,7580514,2,160,2,53,2019-06-09,1.06,1,0
28129565,Fun Leffert's Gardens Suite,212473045,1,99,1,31,2019-05-09,3.06,1,0
1475084,Fun LES 1br close to everything!,7895068,2,179,3,201,2019-06-14,2.84,1,256
12454556,Fun room in East Village,8671253,1,80,2,3,2016-05-31,0.08,1,0
5096158,Fun Space in the Heart of Williamsburg,21201361,1,79,1,1,2018-08-26,0.09,1,89
31075136,Fun Spacious 3 Bed 2 bath Elevator Building,113805886,2,350,31,1,2019-04-12,0.34,33,342
9590519,Fun Spacious Midtown Apt near U.N. & Central Park,49383811,2,150,1,142,2019-06-25,3.52,1,58
19907826,Fun studio apartment in Washington Heights NYC,29003640,2,60,3,6,2017-09-26,0.25,1,0
15337711,Fun time in Williamsburg stylish apartment!,97779735,1,70,7,15,2019-04-28,0.45,1,292
24826817,Fun tourist family friendly Flatiron Loft,187684303,2,200,2,16,2019-05-09,1.57,1,6
8688783,Fun Unique Spacious Midtown Getaway,45620787,2,275,2,148,2019-06-23,3.26,1,216
14022086,Fun Comfy and Convenient Studio in Midtown West,13951935,2,135,2,8,2019-05-27,0.34,1,0
10034709,Fun Cute Sunny Bushwick Room,51513260,1,35,6,1,2016-02-25,0.02,1,0
21489266,Fun Stylish 3 Bedroom Pad 20 Mins to Midtown,154741428,2,249,3,3,2018-08-11,0.21,1,0
23184420,Functional & fresh Manhattan male room longterm II,170263842,3,33,100,2,2018-12-20,0.18,4,320
17041225,Funky 3 Bedroom Duplex in hip Greenpoint Brooklyn,1239078,2,200,2,35,2017-09-15,1.19,2,0
4907369,Funky and Fresh room in Brooklyn,25037051,1,46,1,8,2017-08-28,0.15,2,333
10875244,Funky apartment,56342651,2,150,1,0,,,1,0
27078212,Funky Chinatown Bunkbed for 2!,28576665,1,93,1,12,2019-06-23,1.08,2,11
4571925,Funky East Village Garden Apt.,23699355,2,165,2,40,2016-06-29,0.73,1,0
36276938,FUNKY FLATBUSH FLAT,179384567,2,159,7,0,,,1,343
1944155,Funky Furnished Studio on Tree-Lined Street,7720086,2,119,6,7,2019-06-11,0.25,1,0
6567114,Funky Studio Apartment,34345802,2,150,5,15,2018-06-12,0.34,1,342
30939313,Funky sun-filled artist home near Fort Greene Park,129324501,2,115,2,1,2019-06-20,1,1,16
4967004,Funky Union Square Apartment,2007148,2,156,3,4,2017-01-03,0.08,1,0
7596078,Funky Quiet Safe EV Walk-Up,4582155,2,140,3,0,,,1,0
18774244,FURNISHED * ONE BED * DOORMAN * LUXURY * GYM *,60511673,2,399,10,0,,,1,64
30720530,Furnished & Renovated. An Astoria NY RM w/ Appeal!,137358866,1,39,30,1,2019-06-17,1,103,0
1221332,Furnished 1 Bedroom in East Harlem,3757699,2,53,7,7,2019-02-19,0.33,2,0
12990172,Furnished 1 Br Near Columbia,37194964,2,110,7,0,,,1,0
9820308,Furnished 1 BR near Times Square,50583919,1,68,3,1,2016-01-18,0.02,1,0
9250196,Furnished 1-BR near all NYC'S major attractions!,30283594,2,230,30,0,,,121,363
30589636,Furnished 1000sq large 2bed + office in Harlem,229458601,2,3200,90,0,,,1,365
9880049,Furnished 1BR apt. near Empire State Building!,30283594,2,239,30,0,,,121,352
16794287,Furnished 1BR on Prospect Park,13274612,1,39,180,0,,,1,179
9520489,Furnished 2 bed | 2 bath w/ views,14466771,2,300,180,0,,,1,0
34495704,FURNISHED 2 BEDROOM HUDSON HEIGHTS 6/15 - 8/15,160349432,2,100,30,0,,,1,8
26247578,FURNISHED 2BR 1BA BY CENTRAL PARK!!,22129776,2,369,1,2,2019-04-10,0.22,3,365
8738086,Furnished 2BR in the UES (94th and 2nd),23772724,2,200,30,3,2018-04-30,0.07,15,336
4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,2,110,30,12,2019-02-18,0.27,15,332
27227103,Furnished and Finished Basement Entire Place SAFE,122044895,2,75,30,7,2019-05-31,0.69,2,188
10148581,Furnished Apartment in Chelsea,290094,1,52,2,2,2016-11-04,0.06,1,0
9736600,Furnished Apartment in Morningside,50235395,1,75,14,0,,,1,0
35004930,Furnished Apartment in Queens,236530772,2,75,7,1,2019-06-07,0.91,2,14
35259405,Furnished Apartment in Queens NY,236530772,2,65,2,0,,,2,19
32564618,Furnished apartment United nation! Doorman 5243,16098958,2,135,30,0,,,96,306
8485571,Furnished Apt. in Upper East Side,5805675,2,140,7,2,2016-01-02,0.05,1,0
13708345,furnished basement level apartment  1000 sq ft,80023687,2,300,1,1,2016-07-02,0.03,1,83
15057784,Furnished Battery Park Apartment,80603103,2,105,30,0,,,1,0
872035,furnished bedroom 1150$ a month,4599027,1,100,30,0,,,2,365
7034787,Furnished Bedroom in 2 Bedroom apt.,36881439,1,60,7,0,,,1,365
30442870,Furnished Bedroom in Brooklyn Madison 2R-1,226410657,1,42,30,1,2019-04-08,0.33,27,342
36278431,Furnished Bedroom in FiDi Apt for Sublet,17728651,1,57,1,0,,,1,7
21666958,FURNISHED BEDROOM IN FIDI LOFT APARTMENT,9020694,1,80,30,1,2019-04-05,0.32,1,339
33446295,Furnished Bedroom in House w/ LAUNDRY & GARDEN,251826717,1,50,3,6,2019-06-29,2.77,1,0
6612737,Furnished Bedroom in Murray Hill,28181993,1,70,15,0,,,1,0
22683927,Furnished Bedroom Meat Packing District,167188752,1,150,3,1,2018-05-02,0.07,1,364
22702994,Furnished Bedroom near Prospect Park!,99652823,1,50,2,0,,,1,0
15624363,Furnished Bedroom w/Private Bath in BROOKLYN,52894477,1,48,30,3,2019-05-15,0.24,1,136
301034,Furnished Bedroom with private half bath,1550578,1,140,2,44,2019-06-26,0.49,1,260
30484485,Furnished bedroom with queen bed desk and wifi,4297835,1,75,2,0,,,1,0
1146534,furnished br in 2 br share in WV,6286114,1,64,5,42,2019-04-10,0.56,1,0
7398163,Furnished BR in a 2BR apt Gramercy,28269324,1,45,30,2,2015-08-31,0.04,1,0
30486661,Furnished Brooklyn Room. Full-size bed. Fast WiFi.,137358866,1,43,30,0,,,103,236
1039984,Furnished BrownStone Apartment,5447617,2,130,30,52,2018-01-03,0.72,3,171
4438931,FURNISHED CHARMING ROOM IN MANHATTA,1405374,1,57,4,0,,,1,4
7574515,Furnished Columbia Apartment,38699335,1,65,1,0,,,1,0
12294008,Furnished Duplex with Garden,27742760,2,300,180,0,,,1,365
9847917,Furnished East Village room,7511881,1,60,2,1,2016-01-05,0.02,1,0
33184311,Furnished East Village Studio Apartment,249846765,2,89,30,0,,,1,0
12735969,Furnished FUNky room in artist loft,2711820,1,50,7,2,2016-05-17,0.05,1,0
19951620,Furnished Historical Townhouse,6208391,2,214,5,37,2019-05-29,1.57,1,211
35261651,Furnished large room in 2br apt for Female on UES,265466931,1,99,10,1,2019-06-19,1,1,34
8989430,Furnished Luxury 1BR apt. in the heart of NYC!,30283594,2,136,30,0,,,121,349
24799807,Furnished Midtown One Bedroom Beauty,120762452,2,210,30,1,2018-07-14,0.08,50,365
33810599,Furnished modern studio luxury elevator building,28175069,2,160,4,3,2019-07-08,1.38,1,0
33808226,FURNISHED NEW STUDIO EAST VILLAGE/SOHO/BOWERY,226699782,2,120,2,10,2019-06-29,5.88,1,87
1136399,Furnished Nolita Studio,6233644,2,200,3,0,,,1,0
7730160,Furnished NYC 1BR apt near Rockefeller Center!!!,30283594,2,135,30,0,,,121,174
23017828,Furnished One Bedroom Apartment,1466422,2,60,133,12,2018-12-17,0.71,2,0
20202650,Furnished one bedroom beauty in midtown NYC,120762452,2,222,30,1,2018-08-03,0.09,50,365
18873930,Furnished one bedroom in midtown Manhattan,120762452,2,175,30,5,2018-12-03,0.21,50,147
2165933,Furnished one bedroom in Midtown West.,11051885,2,200,30,2,2017-12-06,0.05,1,339
19730968,Furnished private large room at a great location,138717905,1,67,2,28,2019-07-03,1.22,1,179
32986796,Furnished private room 5 minutes from Subway,141547523,1,50,2,13,2019-06-15,3.42,1,65
31235309,Furnished Private Room in Apartment,233660209,1,60,2,0,,,1,0
17130293,furnished private room/bathroom,97543375,1,85,2,3,2018-09-02,0.22,2,40
2922197,Furnished privte room,1447684,1,65,1,56,2019-05-07,1.06,3,269
30268592,Furnished queens 1 bedroom apartment,217275948,2,120,1,1,2019-01-02,0.16,1,0
7764516,Furnished quiet clean room,40834217,1,35,7,0,,,1,365
36199363,Furnished room  for rent in Bronx SINGLE FEMALE,272247972,3,25,90,0,,,1,190
2142092,Furnished room - W. 181 St. by A 1,8280182,1,300,2,0,,,1,365
1342515,Furnished Room + Bath in Hamiliton Heights,7281500,1,61,1,86,2019-06-30,1.83,1,233
10650510,Furnished room + full amenities,25104068,1,50,2,24,2019-06-22,1.79,1,47
34710645,Furnished Room available in New Building with AC,82187372,1,250,10,0,,,1,78
18735563,Furnished room available until June 4th,130319645,1,30,1,0,,,1,0
15559457,Furnished room close to most 15min to Grand Cent.,100182541,1,50,20,2,2017-05-26,0.07,1,0
12322999,Furnished room close to subway/CU,21901103,1,70,3,0,,,1,0
34605049,Furnished room for girl in Astoria-15mins to city,194571019,1,36,2,3,2019-06-09,1.96,1,4
278090,Furnished room for rent - Manhattan,1451723,1,50,3,208,2019-06-11,2.32,1,339
22214478,Furnished room in a 5 br apartment,104222590,1,33,3,3,2018-01-01,0.16,1,0
32278370,Furnished room in a nice apt 20 mins to Manhattan,212151296,1,54,2,10,2019-07-01,2.34,1,319
6869940,Furnished Room in a Spacious Apt,731601,1,55,15,1,2015-08-13,0.02,2,0
7003697,Furnished room in Astoria apartment,20582832,1,10000,100,2,2016-02-13,0.04,1,0
31165324,Furnished room in beautiful spacious duplex,44409079,1,125,30,0,,,1,340
29956865,Furnished room in Crown Heights Brooklyn,34514781,1,50,7,1,2018-12-17,0.15,1,0
5040919,Furnished room in DUMBO/Fort Greene,26024349,1,200,1,0,,,1,0
13207158,Furnished Room in Large Lefferts Gardens Apt.,10580223,1,50,3,2,2016-07-05,0.05,2,27
32862140,Furnished room in Manhattan Apt!,17842449,1,40,30,0,,,1,83
17541599,Furnished room in Upper East Side apartment,6811053,1,46,6,1,2017-03-22,0.04,1,0
32666523,Furnished room in Washington Heights in 184st,241280089,1,37,15,0,,,1,350
11412104,Furnished Room in Williamsburg,59916586,1,45,1,1,2016-04-02,0.03,1,0
26255895,Furnished room w/ AC in Crown Heights/Clinton Hill,9478555,1,35,2,2,2018-07-05,0.16,1,0
4830154,Furnished room with Bed Closet TV,24865745,1,45,1,0,,,1,0
1367775,Furnished room with private bathroom,7419960,1,54,30,5,2018-08-18,0.15,1,2
6347548,Furnished Room with View of E River,33063310,1,113,1,2,2015-06-29,0.04,1,0
17314998,Furnished room-5A-1 110th st-3rd Ave.,18212433,1,55,30,0,,,8,341
14945585,Furnished Room with spacious backyard,94039418,1,25,2,1,2016-09-12,0.03,1,0
17315299,Furnished Room/ 550/3,18212433,1,50,30,0,,,8,358
21908184,Furnished spacious  NYC studio,120762452,2,195,30,1,2018-08-05,0.09,50,365
18768741,Furnished Studio in Midtown Manhattan,120762452,2,150,30,3,2018-10-30,0.14,50,180
19416458,Furnished studio in Union Square,26920932,2,200,14,1,2017-09-04,0.04,1,0
19015637,Furnished Studio on Upper East Side,20287719,2,100,5,0,,,1,0
2713887,Furnished Studio UES near the Met,13888072,2,200,5,4,2018-09-29,0.07,1,0
4668252,Furnished studioA UES (30 days MIN),23772724,2,99,30,15,2019-04-30,0.31,15,341
5199439,Furnished studioB UES (30 days MIN),23772724,2,99,30,13,2019-05-25,0.26,15,333
3060745,Furnished Sublet Manhattan Harlem,7101220,1,37,30,1,2015-07-31,0.02,1,0
6528060,Furnished Unit (115 and Amsterdam),34142729,1,84,1,0,,,1,0
27225784,Furnished Upper East Side LARGE Studio,10573806,2,140,2,5,2018-10-28,0.55,1,0
20029501,Furnished Upper East Side Room!,142246533,1,53,12,1,2017-08-16,0.04,1,0
33134698,Furnished Upper West Side near Central Park,50741398,1,80,1,14,2019-05-16,3.89,4,0
20212322,Furnished Comfortable  Studio with great service,83786650,2,80,30,2,2018-09-16,0.14,8,311
1928961,Futon 2.0,9989761,3,45,3,229,2019-06-22,3.36,2,312
19142325,Futon available in an amazing location,40277071,3,70,2,0,,,1,0
10102206,Futon in Brooklyn near subway,33480709,3,35,1,0,,,1,0
2113934,Futon on the Upper East Side!,10777592,3,85,2,16,2017-05-21,0.25,1,0
16575852,Futon to crash on New Year in NY,42076125,3,120,1,0,,,2,365
32764445,G’s NYC Airbnb,5313154,2,199,30,0,,,1,98
31556307,G/F Woodside room mins to LaGuardia Airport,137358866,1,49,30,0,,,103,247
23792656,G&G Brooklyn Palace,176001804,2,125,2,68,2019-06-29,4.45,1,290
21056510,G1 Newly Renovated Long Island City Room,79105834,1,55,1,76,2019-06-06,3.56,9,229
28919815,G1. Private room for 2 guest.,215588687,1,35,2,1,2018-10-06,0.11,6,364
28919420,G1. Private room. For 2 guests,215588687,1,40,2,2,2019-05-31,0.74,6,364
21056653,G2Newly Renovated Long Island City Room,79105834,1,55,1,54,2019-06-22,2.54,9,265
21056691,G3Newly Renovated Long Island City Room,79105834,1,58,1,62,2019-06-23,2.87,9,279
21527485,G4Newly Renovat Long Island City Room Private Bath,79105834,1,55,1,64,2019-06-15,3.21,9,285
23454165,"Gabby Suite  in the Heights
Se habla Español",174986751,1,75,3,21,2019-06-18,1.47,3,138
35367799,Gallery,3871108,2,75,20,0,,,1,344
28978023,Gallery Apartment with Parking in Heart of Astoria,137194766,2,150,3,37,2019-06-22,4.1,2,7
3519172,Gallery Suite,17719747,2,250,3,20,2019-06-23,0.39,1,323
15107136,GAMBA Z's Artist Residency for Traveling Artists,19187413,1,60,20,0,,,2,363
148259,Garage Designer Loft,716064,2,451,2,72,2019-05-11,0.86,1,331
421554,Garden - Brownstone Experience,2096690,2,250,15,37,2016-10-30,0.52,2,54
34679993,Garden + Sunroom Townhouse Near Central Park!,258066921,2,300,3,4,2019-06-21,2.61,1,258
21710003,Garden 1-Bedroom Apartment in Greenpoint,848748,2,200,3,30,2019-06-17,1.52,2,101
30048135,Garden 1BR in Brooklyn Heights,78251,2,100,31,0,,,2,310
85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,2,79,15,11,2019-01-14,0.11,5,179
23627589,Garden Apartment,170444830,2,500,30,2,2018-03-09,0.12,1,179
30704068,Garden Apartment - Cozy renovated 1BDR,92674591,2,99,2,18,2019-06-30,5,1,50
30708308,Garden Apartment /Mingle and Jingle Fun Host,2838058,1,65,3,3,2019-05-28,0.48,2,363
9769423,Garden Apartment at House on 11th,50372319,2,160,2,70,2018-01-02,1.63,1,342
135465,Garden apartment close to Manhattan,663879,2,170,3,86,2019-06-20,0.91,2,286
36100930,Garden Apartment in Artist’s Historical Brownstone,8094859,2,190,1,0,,,1,148
33199798,Garden Apartment in Bushwick,19729266,2,150,7,1,2019-04-24,0.39,1,88
11100541,Garden Apartment in Carroll Gardens,48880382,2,180,4,37,2019-07-01,0.91,1,185
19362079,Garden Apartment in Carroll Gardens Townhouse,76854135,2,160,2,52,2019-06-20,2.16,1,9
30547975,GARDEN APARTMENT IN CLINTON HILL,31792728,2,125,2,30,2019-07-07,4.59,1,243
13096146,Garden Apartment in Crown Heights Brooklyn,2762303,2,120,4,7,2016-07-28,0.18,1,0
29238906,Garden apartment in historic Brooklyn townhouse.,6701152,2,135,3,18,2019-07-07,2.19,1,307
915020,Garden Apartment in Park Slope,181756,2,150,3,136,2019-07-07,1.8,1,301
21028467,Garden Apartment in South Slope,76450538,1,80,4,0,,,1,0
27134625,Garden apartment in the heart of Fort Greene,31619241,2,165,2,16,2019-06-20,3.72,1,29
31832966,Garden apartment in the heart of Gramercy,236148005,2,200,2,8,2019-07-01,1.95,1,34
21781515,Garden Apartment in the Heart of Greenpoint,35020019,1,110,2,21,2019-06-24,1.37,1,336
9844482,Garden apartment oasis.,9523962,2,125,9,10,2016-08-24,0.24,1,0
18736436,Garden Apartment of Eden,130331205,2,99,2,7,2019-06-14,2.08,1,68
21151898,Garden Apartment on 129th Street,109930093,1,115,3,17,2018-06-10,0.83,2,0
28344992,Garden Apartment on Prettiest Street in NYC,2308139,2,189,3,45,2019-06-28,4.49,1,180
10812263,Garden Apartment with Backyard in Carroll Gardens,1639309,2,110,30,1,2017-01-02,0.03,1,312
9370370,Garden Apartment with patio,48618336,2,65,30,32,2017-09-23,0.72,1,67
21676769,Garden apartment with private backyard!,876116,2,100,4,5,2018-04-11,0.25,1,0
3987571,Garden Apartment with Private Entry,20670026,2,115,2,259,2019-06-30,4.43,1,285
3704067,Garden Apartment with private patio in Townhouse,188896,2,175,1,121,2019-01-21,2.03,2,171
1515026,Garden Apartment Ft. Greene,1396183,2,115,4,12,2019-02-22,0.17,1,0
2627940,Garden Appartment in Clinton Hill,2818232,2,225,3,12,2017-04-16,0.19,1,0
3324498,Garden apt 15 mins from Manhattan,11827364,1,74,30,9,2018-08-24,0.16,1,76
30438997,Garden apt for 4 near the city & with free gym,105367031,2,125,2,1,2019-04-21,0.37,5,347
30584138,Garden apt for 7 close to the city  & w free gym,105367031,2,250,2,0,,,5,342
32416142,Garden Apt in fully renovated town house.,1543357,2,179,1,18,2019-07-06,4.66,1,323
7688839,Garden Apt in Historic Brownstone!,2060383,2,147,3,23,2019-06-16,0.51,1,2
2178294,Garden apt in Wlmsbrg - Lorimer L,5716241,2,140,2,6,2019-01-02,0.1,1,0
7808266,Garden apt with private backyard,40080883,2,150,2,1,2015-10-28,0.02,1,0
7534543,Garden apt with private entrance,12215421,2,275,2,60,2018-10-28,1.26,1,0
